COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VH,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VH,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VH,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VH,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VH,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VH,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VH,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VH,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VH,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VH,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VH,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VH,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VH,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VH,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VH,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VH,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VH,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VH,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VH,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VH,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VH,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VH,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VH,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VH,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VH,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VH,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VH,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VH,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VH,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VH,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VH,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VH,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VH,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VH,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VH,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VH,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VH,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VH,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VH,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VH,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VH,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VH,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VH,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VH,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VH,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VH,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VH,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VH,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VH,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VH,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VH,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VH,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VH,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VH,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VH,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VH,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VH,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VH,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VH,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VH,2019_VL
GREEN,0,7,12,16,112,0,0,12,10,16,89,1,1,11,9,10,65,0,1,9,3,11,64,1,1,5,4,3,33,0,0,9,8,5,22,0,0,6,6,10,45,2,1,16,7,18,76,0,0,8,13,7,58,0,0,8,11,12,45,2,1,0,0,1,20,0,0,2,3,3,9,0,0,1,4,3,14,0,1,2,3,2,9,1,0,4,3,6,29,0,0,7,4,4,30,1,1,2,6,10,28,1,0,11,5,8,26,1,0,8,9,7,50,1,1,11,12,11,48,0,1,8,5,8,74,2,0,10,7,12,87,1,0,8,4,12,51,0,1,4,4,10,33,0,1,7,7,8,56,0,0,5,2,10,31,0,1,7,3,6,23,1,0,1,0,2,11,0,0,4,1,5,11,1,0,3,1,5,16,0,0,65.0,18.5,39.0,211.5,0.0,0,65.5,19.0,46.0,229.0,4.0,80,66.0,18.0,42.0,183.0,0.0,80,69.0,21.0,40.0,200.5,5.0,80,68.0,12.5,51.0,214.0,0.0,0,70.0,19.5,31.0,227.0,0.0,0,76.0,17.0,41.5,190.0,3.0,80,68.5,23.0,41.0,178.0,0.0,0,62.0,21.0,42.0,196.5,0.0,0,68.5,18.0,40.5,154.0,6.0,80,0.0,0.0,29.0,181.0,0,0,71.5,22.0,34.0,136.0,0,0,70.0,15.0,36.0,262.0,0.0,80,64.0,19.0,38.0,185.0,6,0,68.0,21.0,43.0,180.0,0,0,62.0,22.0,35.5,161.0,5,80,70.0,18.5,44.5,215.0,5,0,72.0,22.0,41.5,153.5,3.0,0,66.0,24.0,43.0,142.0,4,80,69.0,20.0,42.0,169.0,0,80,71.0,17.0,47.5,185.0,5.5,0,67.0,20.0,41.5,175.0,5.0,0,69.5,17.5,43.0,218.0,0,80,67.5,15.0,38.0,181.0,0,80,68.0,17.0,41.5,169.0,0,0,64.0,23.0,37.5,126.0,0,80,63.0,27.0,41.5,159.0,6.0,0,73.0,0.0,47.0,149.0,0,0,67.5,20.0,48.0,180.0,6,0,66.0,28.0,42.0,185.5,0
GREENUP,0,0,1,2,2,0,0,3,2,3,13,0,0,2,3,2,3,1,0,0,9,1,9,0,0,4,2,9,34,0,0,3,0,2,10,0,1,5,2,9,35,0,0,6,6,7,39,0,0,14,9,16,58,0,0,4,3,7,33,0,0,1,0,2,3,0,0,0,2,2,4,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,2,10,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,2,1,9,0,0,0,0,0,6,0,1,3,1,5,17,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,1,0,0,6,0,0,0,0,1,8,0,0,0,3,4,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,14.0,35.0,166.5,0.0,0,77.0,21.0,35.0,454.0,0.0,0,64.0,21.0,39.0,140.0,5.0,0,0.0,13.0,40.0,311.0,0.0,0,70.5,15.5,37.0,164.0,0.0,0,76.0,0.0,51.0,108.5,0.0,80,74.0,25.0,44.0,205.0,0.0,0,72.0,15.5,42.0,168.0,0.0,0,72.5,17.0,43.0,220.0,0.0,0,67.5,23.0,51.0,204.0,0.0,0,72.0,0.0,45.5,248.0,0,0,0.0,15.0,47.5,378.5,0,0,70.0,0.0,0.0,81.0,0.0,0,0.0,0.0,34.0,107.5,0,0,0.0,0.0,55.5,165.0,0,0,0.0,0.0,0.0,150.0,0,0,0.0,0.0,0.0,145.0,0,0,0.0,13.5,55.0,442.0,0.0,0,0.0,0.0,0.0,193.0,0,80,62.0,10.0,43.0,240.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,257.0,0.0,0,0.0,0.0,0.0,387.5,0,0,62.0,0.0,0.0,375.5,0,0,0.0,0.0,38.0,265.5,0,0,0.0,17.0,50.0,198.0,0,0,0.0,0.0,0.0,170.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,150.0,0,0,0.0,0.0,0.0,0.0,0
HANCOCK,0,3,1,3,26,0,0,3,7,6,54,1,0,6,8,16,48,0,1,5,6,8,34,0,1,4,1,5,21,0,0,4,3,7,28,0,0,10,2,8,51,0,0,8,9,14,59,1,0,5,4,10,47,0,0,3,4,8,51,1,0,6,6,1,17,0,0,2,1,5,16,0,1,6,3,4,28,0,0,2,2,3,12,0,0,2,1,5,14,0,0,2,3,3,4,0,0,2,3,5,11,0,1,1,1,9,13,0,0,1,2,4,22,1,0,4,8,5,13,0,0,4,1,0,9,0,0,2,1,1,22,0,0,2,1,6,18,0,0,2,1,6,8,0,0,3,2,3,9,0,0,2,0,1,1,0,0,7,0,3,5,0,0,1,2,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,63.0,28.0,40.0,201.0,0.0,0,65.0,24.0,45.0,201.0,1.0,0,64.5,16.0,40.5,193.5,0.0,80,68.0,12.0,42.0,190.0,0.0,80,72.5,24.0,37.0,192.0,0.0,0,70.5,23.0,40.0,201.0,0.0,0,65.5,24.0,45.0,143.0,0.0,0,69.0,15.0,37.5,201.0,5.0,0,69.0,23.0,45.5,201.0,0.0,0,72.0,19.0,45.0,201.0,1.0,0,65.5,19.5,37.0,185.0,0,0,66.0,16.0,35.0,248.5,0,80,63.0,23.0,50.0,179.5,0.0,0,65.5,10.5,43.0,228.0,0,0,70.0,28.0,46.0,379.0,0,0,65.5,17.0,45.0,128.0,0,0,66.5,25.0,46.0,129.0,0,80,72.0,19.0,33.0,111.0,0.0,0,74.0,9.0,45.5,192.0,6,0,69.0,19.5,43.0,144.0,0,0,64.5,9.0,0.0,267.0,0.0,0,69.0,28.0,32.0,165.0,0.0,0,64.5,26.0,32.5,212.0,0,0,68.5,26.0,37.0,116.0,0,0,69.0,25.0,41.0,118.0,0,0,63.5,0.0,42.0,256.0,0,0,69.0,0.0,45.0,105.0,0.0,0,71.0,22.0,29.0,122.0,0,0,69.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
HARDIN,2,24,27,37,123,5,3,19,41,51,150,3,2,40,44,72,181,9,0,54,32,57,161,4,2,23,13,23,111,6,0,36,12,29,157,0,2,29,31,52,142,0,0,35,44,58,170,2,0,40,50,67,167,6,2,42,44,58,124,5,0,23,18,22,75,1,3,10,10,22,70,1,1,21,11,16,57,0,0,21,11,21,57,0,0,18,16,20,70,0,1,24,26,33,56,1,0,11,11,26,38,1,1,14,13,13,62,0,0,10,6,16,59,1,0,26,14,24,58,1,2,30,26,37,83,0,0,20,20,24,61,2,2,16,13,27,53,0,0,9,42,30,51,1,2,21,35,42,40,1,1,5,11,15,29,0,0,16,9,19,41,0,0,18,9,25,33,0,0,13,5,11,20,0,0,2,8,11,12,0,80,68.5,11.0,49.0,170.0,4.0,80,68.0,14.0,43.0,189.5,5.0,80,65.5,17.0,41.0,163.0,4.0,0,66.0,21.0,43.0,158.0,2.5,80,69.0,20.0,47.0,155.0,4.5,0,67.0,16.5,47.0,175.0,0.0,80,69.0,18.0,41.5,167.5,0.0,0,66.0,20.0,44.0,159.0,2.5,0,69.0,20.5,44.0,158.0,5.0,80,69.0,18.0,42.5,168.5,5.0,0,70.0,20.5,46.0,144.0,6,80,69.5,19.5,48.5,150.5,2,80,68.0,19.0,48.5,169.0,0.0,0,68.0,21.0,45.0,174.0,0,0,70.0,19.0,44.0,187.5,0,80,68.5,15.0,44.0,123.0,3,0,69.0,19.0,45.0,172.5,4,80,65.0,19.0,42.0,161.0,0.0,0,65.5,16.0,40.0,140.0,6,0,65.5,18.5,43.0,161.0,5,80,67.0,21.0,41.0,133.0,0.0,0,66.5,17.0,47.0,143.0,5.5,80,67.5,16.0,40.0,139.0,0,0,63.0,16.0,43.0,141.0,6,80,68.0,17.0,40.5,159.0,4,80,60.0,23.0,40.0,130.0,0,0,64.0,23.0,43.0,140.0,0.0,0,68.0,17.0,39.0,157.0,0,0,67.0,22.0,41.0,136.5,0,0,66.5,18.5,45.0,145.5,0
HARLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,30.0,99.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,108.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
HARRISON,0,23,15,45,237,0,1,32,15,33,286,0,1,61,25,76,529,1,4,30,18,43,337,1,2,28,16,38,257,2,6,35,12,49,284,0,2,46,14,55,310,1,4,75,21,61,374,0,5,60,29,78,513,1,2,40,31,45,351,0,0,19,7,21,176,0,0,22,10,20,143,0,0,22,8,15,124,0,0,20,9,10,161,0,1,16,5,21,150,0,1,14,6,21,98,0,0,14,5,16,71,0,0,17,5,10,97,0,2,28,7,34,152,0,0,29,12,34,162,0,0,12,11,14,104,0,1,13,4,13,102,0,1,26,10,20,182,1,0,16,7,17,130,0,1,18,4,31,127,0,1,12,2,11,70,0,1,8,3,9,78,0,0,18,5,16,95,0,1,10,4,14,70,0,0,8,2,11,35,0,0,66.0,21.0,42.0,208.0,0.0,80,67.5,20.0,38.0,211.5,0.0,80,68.0,21.0,43.5,201.0,5.0,80,67.0,22.0,45.0,222.0,2.0,80,69.5,19.5,45.5,212.0,5.0,80,68.0,17.0,47.0,192.5,0.0,80,68.0,17.0,42.0,174.0,5.0,80,68.0,21.0,44.0,201.0,0.0,80,69.0,22.0,42.0,187.0,6.0,80,66.5,19.0,47.0,204.0,0.0,0,70.0,21.0,45.0,202.5,0,0,69.0,25.0,40.5,207.0,0,0,72.0,22.0,47.0,206.0,0.0,0,64.5,21.0,39.5,198.0,0,80,68.5,22.0,41.0,213.0,0,80,67.5,23.0,40.0,197.5,0,0,71.0,17.0,43.5,153.0,0,0,69.0,23.0,46.0,161.0,0.0,80,72.0,25.0,44.5,183.5,0,0,65.0,24.5,40.5,193.5,0,0,68.0,19.0,44.0,175.5,0.0,80,76.0,23.5,49.0,198.5,0.0,80,71.0,24.5,44.5,219.5,3,0,68.0,23.0,45.0,195.5,0,80,68.5,18.5,43.0,178.0,0,80,72.0,23.0,49.0,196.0,0,80,70.5,17.0,46.0,197.5,0.0,0,67.0,27.0,46.0,220.0,0,80,64.0,19.5,47.0,199.5,0,0,65.5,25.5,42.0,189.0,0
HART,1,21,26,13,118,1,0,17,16,29,95,0,0,9,9,21,68,2,0,16,19,26,80,2,2,7,10,9,41,0,0,5,7,15,50,0,1,4,5,10,31,2,0,12,14,15,22,1,0,5,14,10,19,0,0,2,4,7,13,0,0,3,1,2,9,0,1,5,2,3,14,0,0,4,4,2,21,0,0,2,2,0,9,0,0,3,2,2,12,0,0,4,2,5,16,0,2,7,2,4,16,0,0,2,0,4,12,0,0,0,5,7,18,0,0,5,4,10,20,0,0,7,5,9,18,0,0,2,1,7,23,0,0,7,6,10,19,0,0,6,5,3,13,0,0,9,3,11,28,0,0,14,1,5,22,0,0,10,0,7,9,0,0,8,8,5,14,0,0,4,7,8,19,0,0,5,4,7,16,0,80,70.0,20.5,43.0,156.5,6.0,0,67.0,15.5,45.0,154.0,0.0,0,65.0,22.0,42.0,177.5,4.0,0,68.5,15.0,46.5,200.0,5.5,80,69.0,22.0,38.0,209.0,0.0,0,63.0,22.0,39.0,170.0,0.0,80,67.0,20.0,39.5,145.0,1.0,0,64.5,18.5,42.0,151.0,6.0,0,70.0,18.5,43.5,261.0,0.0,0,69.0,15.5,43.0,165.0,0.0,0,59.0,26.0,48.0,228.0,0,80,65.0,19.0,32.0,162.0,0,0,68.0,18.0,42.5,133.0,0.0,0,73.5,15.5,0.0,134.0,0,0,64.0,24.5,42.0,185.5,0,0,74.5,17.0,42.0,158.5,0,80,65.0,26.0,35.5,152.5,0,0,58.5,0.0,45.5,117.0,0.0,0,0.0,24.0,44.0,128.5,0,0,74.0,22.5,46.0,138.5,0,0,68.0,21.0,48.0,131.0,0.0,0,68.5,22.0,42.0,129.0,0.0,0,67.0,14.0,43.5,111.0,0,0,67.0,25.0,36.0,178.0,0,0,67.0,18.0,50.0,160.0,0,0,67.0,16.0,36.0,164.5,0,0,68.5,0.0,48.0,135.0,0.0,0,65.5,22.0,42.0,137.5,0,0,66.0,15.0,41.0,106.0,0,0,65.0,18.0,37.0,112.0,0
HENDERSON,0,0,1,1,9,0,0,1,0,2,6,0,1,5,2,2,16,0,0,0,1,7,8,0,2,4,2,6,17,0,0,1,0,3,11,0,0,3,1,6,16,0,0,6,3,2,8,0,1,6,2,5,28,0,0,6,1,8,14,0,0,0,0,1,19,0,0,3,1,2,23,0,0,3,0,1,7,0,0,2,0,0,7,0,0,1,1,3,11,0,1,2,0,4,13,0,0,3,1,5,10,0,0,5,1,4,10,0,0,4,0,9,8,0,1,3,1,6,8,0,0,1,1,3,6,0,0,3,0,4,7,0,0,0,0,3,2,0,0,2,1,1,4,0,0,2,0,1,3,0,0,3,0,1,0,0,0,3,0,2,5,0,0,0,1,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,26.0,37.0,151.0,0.0,0,68.0,0.0,31.0,178.0,0.0,80,71.0,25.5,38.5,171.0,0.0,0,0.0,28.0,41.0,141.5,0.0,80,74.5,16.5,42.0,134.0,0.0,0,77.0,0.0,50.0,137.0,0.0,0,61.0,23.0,42.5,130.5,0.0,0,65.5,17.0,40.5,176.5,0.0,80,65.0,18.0,53.0,157.0,0.0,0,63.5,24.0,45.0,122.5,0.0,0,0.0,0.0,54.0,149.0,0,0,65.0,14.0,44.5,189.0,0,0,61.0,0.0,33.0,95.0,0.0,0,69.5,0.0,0.0,90.0,0,0,63.0,14.0,43.0,128.0,0,80,69.5,0.0,39.5,135.0,0,0,69.0,21.0,46.0,105.5,0,0,64.0,27.0,48.5,97.0,0.0,0,69.0,0.0,37.0,104.5,0,80,59.0,17.0,41.5,149.5,0,0,73.0,25.0,42.0,103.0,0.0,0,72.0,0.0,53.5,127.0,0.0,0,0.0,0.0,38.0,103.5,0,0,64.5,12.0,31.0,100.0,0,0,76.5,0.0,47.0,100.0,0,0,60.0,0.0,56.0,0.0,0,0,69.0,0.0,47.5,106.0,0.0,0,0.0,20.0,38.0,99.0,0,0,67.0,0.0,42.0,0.0,0,0,0.0,0.0,0.0,0.0,0
HENRY,1,8,5,10,62,0,0,3,5,9,90,0,0,9,4,7,79,0,1,4,4,7,89,0,1,4,1,4,48,0,1,2,0,1,24,0,0,3,2,4,59,0,0,6,9,5,64,0,0,9,3,12,77,0,0,1,4,6,47,0,0,1,4,5,27,0,0,6,2,2,17,0,0,4,0,4,28,0,0,6,2,1,33,0,0,0,2,2,12,0,0,2,1,2,23,0,0,1,2,4,25,0,0,2,1,3,47,0,0,2,1,3,41,0,0,4,6,7,63,0,0,1,0,3,13,0,0,3,1,4,25,0,0,1,4,4,43,0,1,2,2,2,38,0,0,8,1,4,36,0,0,1,1,1,12,0,0,4,4,3,26,0,0,0,0,3,10,0,0,3,0,2,13,0,1,2,0,0,15,0,80,64.5,19.0,47.5,242.0,0.0,0,70.0,22.0,39.0,231.0,0.0,0,70.0,20.0,46.0,280.0,0.0,80,64.5,21.5,46.0,288.0,0.0,80,65.0,25.0,51.0,216.5,0.0,80,70.5,0.0,56.0,233.0,0.0,0,67.0,26.0,40.0,269.0,0.0,0,76.5,20.0,48.0,252.5,0.0,0,70.0,11.0,38.0,245.0,0.0,0,79.0,18.0,46.5,244.0,0.0,0,73.0,20.5,36.0,182.0,0,0,71.0,21.5,35.5,266.0,0,0,61.5,0.0,44.0,286.0,0.0,0,64.0,24.0,35.0,217.0,0,0,0.0,26.5,50.5,362.0,0,0,75.5,26.0,54.5,257.0,0,0,79.0,22.5,46.0,226.0,0,0,78.5,27.0,53.0,231.0,0.0,0,77.0,19.0,40.0,220.0,0,0,67.0,22.0,44.0,244.0,0,0,65.0,0.0,39.0,153.0,0.0,0,75.0,18.0,40.5,221.0,0.0,0,67.0,27.0,50.5,252.0,0,80,66.0,19.0,53.0,265.5,0,0,73.5,19.0,49.5,220.5,0,0,58.0,19.0,36.0,322.5,0,0,73.5,22.5,43.0,213.5,0.0,0,0.0,0.0,38.0,150.5,0,0,77.0,0.0,50.5,192.0,0,80,68.0,0.0,0.0,215.0,0
HICKMAN,0,0,0,0,1,0,0,1,0,5,11,0,0,1,1,2,7,0,0,1,0,0,3,0,0,2,0,0,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0.0,0.0,0.0,201.0,0.0,0,76.0,0.0,52.0,117.0,0.0,0,71.0,10.0,51.0,121.0,0.0,0,61.0,0.0,0.0,117.0,0.0,0,69.5,0.0,0.0,146.0,0.0,0,0.0,27.0,0.0,106.0,0.0,0,0.0,18.0,0.0,201.0,0.0,0,0.0,26.0,0.0,159.0,0.0,0,0.0,0.0,0.0,89.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,201.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.0,0.0,114.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,133.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,172.0,0,0,0.0,0.0,52.0,84.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,74.0,0.0,0.0,141.0,0
HOPKINS,0,4,2,3,21,0,0,4,12,4,9,1,1,4,4,2,4,0,1,9,6,11,4,1,0,2,5,8,7,0,0,3,0,5,5,0,0,2,1,4,5,0,0,3,2,4,3,0,1,2,0,2,4,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,4,8,0,0,2,2,2,2,0,0,3,0,5,5,0,0,5,1,4,4,0,0,2,2,1,8,0,0,0,0,0,4,0,0,2,0,0,3,0,0,1,0,1,3,1,0,1,0,2,1,1,0,3,0,0,10,0,0,1,3,1,3,0,0,3,1,2,13,0,0,0,0,1,19,0,0,3,1,4,21,0,1,1,0,1,1,0,0,0,0,3,4,0,0,0,0,5,6,0,1,0,0,1,1,0,0,0,0,3,1,0,0,70.5,13.0,46.0,151.0,0.0,0,64.5,20.5,37.5,111.0,3.0,80,65.0,15.0,51.5,147.5,0.0,80,72.0,20.5,44.0,164.5,5.0,0,65.0,20.0,47.5,97.0,0.0,0,63.0,0.0,47.0,137.0,0.0,0,62.5,19.0,35.5,93.0,0.0,0,64.0,21.5,41.5,114.0,0.0,80,75.5,0.0,44.5,109.5,0.0,0,72.0,0.0,43.5,168.5,0.0,0,67.0,0.0,0.0,0.0,0,0,0.0,27.0,37.5,204.5,0,0,65.5,11.0,37.5,215.5,0.0,0,71.0,0.0,49.0,113.0,0,0,74.0,11.0,43.5,141.5,0,0,63.0,14.5,43.0,92.5,0,0,0.0,0.0,0.0,183.5,0,0,65.5,0.0,0.0,162.0,0.0,0,79.0,0.0,42.0,117.0,4,0,68.0,0.0,49.5,101.0,4,0,76.0,0.0,0.0,130.0,0.0,0,74.0,27.0,53.0,94.0,0.0,0,64.0,20.0,55.0,118.0,0,0,0.0,0.0,51.0,162.0,0,0,61.0,18.0,50.0,142.0,0,80,68.0,0.0,50.0,83.0,0,0,0.0,0.0,46.0,135.0,0.0,0,0.0,0.0,35.0,102.0,0,80,0.0,0.0,55.0,250.0,0,0,0.0,0.0,38.0,122.0,0
