COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL
GALLATIN,0,3,1,1,2,0,3,3,0,5,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,5,1,0,1,5,4,12,0,0,0,1,4,0,0,2,0,1,0,0,2,0,5,2,0,2,0,2,0,0,1,0,2,0,0,4,0,4,0,0,0,0,1,1,0,2,2,3,1,0,5,1,1,0,0,0,0,0,0,0,5,0,3,0,0,8,3,6,1,0,4,1,0,0,0,4,0,1,0,0,3,1,3,0,0,12,7,7,1,0,5,6,1,5,0,9,5,3,1,0,0,0,0,0,2,11,1,11,1,0,2,2,0,1,0,4,1,0,0,0,13,1,1,0,0,66.0,11.0,39.0,8.5,0,87.0,17.0,0.0,7.0,0,0.0,12.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0,289.0,28.0,0.0,0.0,0,0.0,25.0,31.0,0.0,10,77.0,19.0,48.5,0.0,0,0.0,25.0,48.0,0.0,0,149.0,0.0,33.0,0.0,0,96.0,0.0,56.0,5.5,0,150.5,0.0,42.5,0.0,0,248.0,0.0,37.0,0.0,0,202.0,0.0,43.5,0.0,0,0.0,0.0,42.0,5.0,0,145.0,18.5,53.0,9.0,0,168.0,12.0,52.0,0.0,0,0.0,0.0,0.0,0.0,0,310.0,0.0,51.0,0.0,0,134.0,26.0,50.0,8.0,0,119.0,30.0,0.0,0.0,0,113.5,0.0,50.0,0.0,0,76.0,13.0,39.0,0.0,0,110.0,22.0,47.0,9.0,0,78.0,20.5,52.0,9.0,0,107.0,27.0,51.0,7.0,0,0.0,0.0,0.0,0.0,10,93.0,30.0,37.0,5.0,0,333.0,23.5,0.0,9.0,0,85.0,19.0,0.0,0.0,0,114.0,21.0,34.0,0.0
GARRARD,3,27,15,15,8,1,17,11,17,3,0,20,8,9,0,0,17,5,6,3,1,19,9,8,6,1,40,10,22,2,0,37,16,25,0,0,61,11,22,0,0,40,4,17,0,0,43,16,24,1,0,41,11,22,1,0,55,18,26,3,1,47,9,23,2,0,36,9,18,1,1,51,9,18,7,0,44,15,23,3,1,66,5,22,2,0,67,12,25,2,0,75,10,20,1,0,74,9,26,3,0,54,12,18,3,0,27,10,6,0,1,53,19,16,1,2,35,17,12,0,0,40,18,16,1,1,61,9,9,0,1,56,35,27,4,1,38,12,21,4,0,34,4,6,0,0,40,10,12,4,10,118.0,17.0,48.0,8.0,10,156.0,19.0,46.0,8.0,0,136.5,17.5,44.0,0.0,0,341.0,18.0,37.0,7.0,10,139.0,22.0,46.0,7.0,10,141.0,22.0,42.0,8.0,0,108.0,24.0,51.0,0.0,0,118.0,27.0,40.0,0.0,0,116.5,24.5,50.0,0.0,0,104.0,22.5,42.5,6.0,0,183.0,23.0,43.5,1.0,0,133.0,25.0,45.0,9.0,10,116.0,19.0,41.0,7.0,0,104.5,23.0,49.0,5.0,10,104.0,18.0,42.0,7.0,0,123.0,16.0,40.0,8.0,10,111.0,26.0,44.5,7.0,0,118.0,26.0,46.0,6.5,0,167.0,23.5,39.5,6.0,0,146.5,20.0,46.5,6.0,0,127.0,19.0,39.5,8.0,0,111.0,23.0,41.0,0.0,10,195.0,19.0,43.0,6.0,10,138.0,21.0,44.5,0.0,0,134.0,22.5,44.0,5.0,10,153.0,19.0,48.0,0.0,10,135.0,18.0,42.0,8.5,10,144.0,20.5,48.0,6.0,0,134.5,17.0,49.0,0.0,0,264.0,20.5,41.5,7.5
GRANT,0,2,1,1,0,0,3,2,1,0,0,2,5,0,0,1,2,2,0,0,0,4,3,0,0,0,2,0,2,0,0,3,3,1,0,0,1,2,1,0,0,0,0,1,0,0,2,2,1,0,0,2,0,3,0,0,2,1,2,0,0,3,4,5,0,0,0,2,2,0,0,3,2,2,0,0,7,4,1,0,0,2,6,0,0,0,7,12,3,1,0,8,4,5,0,1,7,16,9,0,1,8,14,3,3,0,3,1,2,1,0,8,7,8,0,1,6,11,6,6,0,6,10,6,5,1,20,21,11,4,2,21,20,11,0,0,15,15,9,2,0,20,14,17,0,0,19,20,13,1,0,114.5,12.0,40.0,0.0,0,83.0,21.5,37.0,0.0,0,204.0,14.0,0.0,0.0,10,483.0,14.0,0.0,0.0,0,134.0,27.0,0.0,0.0,0,212.0,0.0,40.5,0.0,0,71.0,15.0,41.0,0.0,0,101.0,30.0,50.0,0.0,0,0.0,0.0,56.0,0.0,0,78.0,27.0,49.0,0.0,0,66.0,0.0,41.0,0.0,0,72.0,30.0,37.0,0.0,0,69.0,17.5,37.0,0.0,0,0.0,22.0,43.0,0.0,0,93.0,28.5,49.5,0.0,0,125.0,19.5,43.0,0.0,0,157.0,15.5,0.0,0.0,0,137.0,20.0,37.0,6.0,0,116.0,22.0,42.0,0.0,10,106.0,19.5,36.0,0.0,10,124.0,18.5,40.0,8.0,0,85.0,20.0,32.5,9.0,0,87.5,18.0,41.5,0.0,10,92.5,14.0,46.0,3.0,0,99.0,18.5,42.0,5.0,10,110.0,18.0,49.0,6.5,10,101.0,17.5,44.0,0.0,0,97.0,16.0,39.0,8.5,0,99.0,21.5,45.0,0.0,0,145.0,16.5,41.0,8.0
GRAVES,1,12,15,18,6,0,23,8,21,9,1,20,25,10,5,2,6,3,9,1,0,8,12,10,2,0,2,5,2,0,0,10,10,7,0,0,1,5,1,6,0,5,5,8,0,0,2,4,4,0,0,2,5,0,1,0,31,6,7,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,1,1,2,0,7,4,6,2,0,10,11,8,0,1,6,5,3,1,0,3,9,3,0,0,6,1,3,0,0,12,10,11,2,2,17,8,10,2,0,12,8,7,0,0,2,8,3,0,0,17,5,13,1,0,20,5,5,0,0,8,1,3,0,0,14,6,4,0,10,84.5,20.0,38.0,4.0,0,93.0,24.5,42.0,7.0,10,107.0,19.0,40.0,9.0,10,136.0,14.0,39.0,6.0,0,79.0,18.5,44.5,5.5,0,102.0,13.0,50.5,0.0,0,143.0,21.0,46.0,0.0,0,83.0,23.0,48.0,3.0,0,73.0,22.0,48.0,0.0,0,131.5,22.0,39.0,0.0,0,96.5,18.0,0.0,9.0,0,157.0,21.5,44.0,6.0,0,344.0,0.0,0.0,0.0,0,181.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,176.5,20.0,43.0,0.0,0,108.0,24.0,41.0,7.5,0,102.0,25.0,45.5,7.0,0,104.5,27.0,50.0,0.0,10,199.0,22.0,39.0,7.0,0,237.0,25.0,52.0,0.0,0,177.0,16.0,37.0,0.0,0,139.5,25.0,35.0,9.0,10,102.0,20.5,47.5,7.5,0,97.0,19.5,35.0,0.0,0,140.0,16.5,36.0,0.0,0,121.0,17.0,46.0,6.0,0,270.5,20.0,49.0,0.0,0,188.5,13.0,51.0,0.0,0,249.5,19.0,40.5,0.0
GRAYSON,0,6,17,8,2,0,6,14,8,3,0,4,12,6,7,1,11,24,13,1,1,20,26,20,4,3,10,41,19,12,0,16,16,14,6,0,21,33,27,16,3,23,27,15,13,1,20,22,18,13,0,6,14,11,8,1,25,19,16,7,2,13,24,32,8,1,13,13,17,1,17,69,198,107,75,1,28,47,32,14,2,54,79,57,30,4,41,74,44,23,6,79,81,62,18,0,22,47,50,9,6,49,57,41,19,1,29,29,33,4,1,50,49,58,12,1,37,24,25,7,1,46,61,57,5,1,50,40,37,2,2,35,49,35,8,3,38,62,69,7,1,11,28,29,0,5,44,62,56,19,0,90.0,17.0,43.0,6.0,0,84.0,18.0,44.5,4.0,0,98.0,21.0,39.0,2.0,10,97.0,19.0,51.0,8.0,10,96.0,22.0,40.5,6.0,10,96.5,18.0,40.0,6.5,0,85.5,21.5,42.0,4.0,0,82.0,19.0,45.0,7.5,10,85.0,19.0,41.0,5.0,10,80.5,20.0,44.0,5.0,0,106.5,15.5,41.0,8.0,10,89.0,22.0,37.0,7.0,10,68.0,21.0,43.5,5.5,10,80.0,20.0,45.0,7.0,10,85.0,19.0,43.0,7.0,10,95.0,18.0,43.0,6.0,10,95.5,17.0,43.0,6.0,10,122.0,17.0,42.5,8.0,10,101.0,19.0,42.5,7.0,0,118.5,22.0,43.0,8.0,10,95.0,19.0,44.0,7.0,10,84.0,20.0,43.0,8.0,10,87.0,19.0,43.0,5.0,10,100.0,20.0,40.0,7.0,10,77.0,22.0,45.0,7.0,10,88.5,23.5,43.0,8.0,10,84.0,21.0,42.0,6.0,10,89.0,20.5,44.0,7.0,10,84.0,21.5,44.0,0.0,10,101.5,20.0,47.0,7.0
GREEN,0,27,25,18,8,0,11,11,11,3,1,21,20,22,13,4,25,24,23,9,1,24,20,11,12,0,28,28,25,2,1,23,20,25,5,0,14,21,19,2,0,11,13,17,4,1,18,24,23,0,1,32,14,15,2,1,29,26,36,3,0,14,25,18,12,1,14,14,16,7,0,6,10,8,0,3,58,42,53,16,6,102,64,79,6,4,110,53,75,3,2,104,57,80,8,2,74,53,58,5,3,30,18,31,3,2,27,9,17,0,0,31,15,38,4,3,17,15,18,2,1,11,17,23,1,1,22,25,13,5,0,22,19,27,0,0,31,26,30,8,0,15,14,8,0,1,24,15,26,4,0,93.0,22.0,43.5,6.0,0,137.0,25.0,44.0,8.0,10,105.0,19.5,42.0,6.0,10,84.0,20.0,44.0,7.0,10,102.5,18.0,44.0,5.5,0,100.0,19.0,41.0,7.5,10,119.0,16.5,41.0,8.0,0,75.0,17.0,39.0,9.0,0,77.0,19.0,46.0,8.5,10,142.5,20.0,40.0,0.0,10,96.5,20.5,45.0,7.0,10,101.0,22.0,45.5,8.0,0,99.5,19.0,46.0,5.0,10,107.0,24.0,44.0,6.0,0,79.0,24.0,42.5,0.0,10,117.0,20.0,42.0,6.0,10,101.5,20.0,44.0,6.5,10,95.5,21.0,43.0,7.0,10,99.5,18.0,42.0,7.5,10,100.5,17.0,44.0,8.0,10,120.0,23.5,42.0,4.0,10,123.0,21.0,41.0,0.0,0,104.0,19.0,43.0,8.0,10,82.0,20.0,39.0,8.5,10,95.0,24.0,39.0,6.0,10,88.0,25.0,41.0,7.0,0,107.0,20.0,40.0,0.0,0,126.0,20.0,42.5,7.0,0,150.0,25.0,41.5,0.0,10,98.0,17.0,40.0,6.0
GREENUP,3,0,3,0,9,0,2,12,3,8,1,6,5,4,8,1,0,6,1,7,0,4,10,2,8,1,0,11,2,1,0,3,6,4,1,0,7,9,2,1,0,2,7,3,1,0,2,5,3,0,1,3,6,0,0,0,3,7,2,1,0,3,13,7,3,0,7,12,4,4,0,10,14,7,2,0,14,19,10,5,0,6,9,6,1,0,32,36,21,8,1,13,24,11,1,0,31,13,8,7,3,21,30,11,3,0,15,5,5,0,1,7,6,4,2,3,11,10,11,3,0,8,12,7,1,1,10,10,11,2,3,12,18,13,6,2,7,16,7,1,2,28,34,12,2,3,12,7,6,2,10,0.0,19.0,0.0,7.0,0,76.5,18.5,44.0,3.0,10,79.0,15.0,54.0,5.5,10,0.0,20.5,35.0,3.0,0,96.0,16.5,38.0,6.5,10,0.0,19.0,48.0,5.0,0,95.0,22.5,40.5,3.0,0,146.0,20.0,39.5,5.0,0,106.5,16.0,39.0,9.0,0,182.5,19.0,41.0,0.0,10,66.0,21.5,0.0,0.0,0,167.0,20.0,39.0,9.0,0,72.0,16.0,44.0,8.0,0,76.0,22.5,39.5,7.0,0,99.0,15.5,40.0,7.5,0,110.0,17.0,44.5,7.0,0,170.5,25.0,42.5,6.0,0,122.0,19.5,39.0,6.5,10,241.0,17.0,39.0,9.0,0,123.0,21.0,42.5,5.0,10,110.0,24.5,46.0,8.0,0,128.0,15.0,45.0,0.0,10,181.0,21.5,38.0,8.5,10,102.0,16.5,37.0,5.0,0,103.5,20.5,42.0,9.0,10,170.0,19.5,46.0,5.0,10,192.0,19.0,42.0,7.5,10,110.0,19.0,45.0,5.0,10,157.0,18.0,44.5,5.5,10,102.5,16.0,46.5,8.0
HANCOCK,1,0,12,4,4,4,3,20,8,13,1,5,26,11,6,3,12,18,9,4,2,2,14,2,4,0,5,3,4,0,2,2,5,9,1,1,4,21,3,2,0,1,5,0,3,0,11,5,11,2,0,12,13,10,3,0,6,14,10,2,0,10,13,8,5,0,6,8,4,1,0,8,12,10,1,0,3,5,5,3,1,14,28,12,8,7,29,54,38,13,1,7,29,19,6,1,4,8,3,4,0,1,10,4,2,1,4,10,1,2,0,4,6,4,4,0,3,20,5,10,1,7,10,4,1,2,7,4,3,6,2,4,7,11,6,1,3,6,9,1,0,1,4,6,1,0,1,10,6,3,10,0.0,15.5,36.5,7.0,10,68.0,21.0,40.5,8.0,10,119.0,19.0,39.0,5.5,10,76.0,19.0,36.0,7.5,10,90.5,20.5,50.5,6.5,0,79.0,11.0,44.0,0.0,10,138.5,17.0,39.0,7.0,10,116.5,17.0,56.0,8.5,0,67.0,21.0,0.0,6.0,0,108.0,19.0,42.0,5.0,0,88.5,20.0,35.0,4.0,0,69.0,23.0,33.0,6.5,0,105.0,15.0,47.5,7.0,0,84.0,19.5,39.5,3.0,0,83.0,18.5,41.5,6.0,0,64.0,14.0,45.0,9.0,10,113.0,17.0,46.0,5.5,10,91.0,18.0,41.0,7.0,10,112.0,20.0,43.0,6.0,10,89.5,20.0,47.0,6.0,0,61.0,21.5,39.0,6.5,10,78.0,20.5,33.0,8.0,0,101.0,23.0,41.5,6.5,0,120.0,19.5,51.0,7.5,10,104.0,24.5,48.5,5.0,10,183.0,14.0,56.0,4.5,10,79.5,20.0,42.0,5.0,10,74.0,22.0,41.0,6.0,0,87.0,29.5,39.5,3.0,0,126.0,19.5,49.0,4.0
HARDIN,2,22,61,36,15,1,14,49,25,29,3,32,64,43,23,7,47,80,36,38,8,22,73,47,41,6,39,64,58,23,5,35,77,59,28,5,30,61,68,16,1,36,81,52,30,8,45,86,64,14,1,33,53,51,8,3,80,80,80,19,7,44,109,82,34,8,37,72,60,18,5,55,101,93,23,9,105,108,116,18,9,110,164,139,25,6,129,153,137,35,8,119,135,132,26,13,122,162,176,31,11,106,104,103,26,2,99,108,102,15,5,109,141,112,26,4,93,137,135,18,3,78,138,124,14,6,108,116,142,17,0,83,154,187,25,12,77,163,200,24,5,68,110,95,9,7,78,129,109,30,10,103.5,17.0,42.0,7.0,10,75.5,19.0,39.0,6.0,10,87.5,17.0,39.0,7.0,10,111.0,17.5,44.0,7.0,10,83.0,20.0,43.0,6.0,10,100.0,19.0,42.5,8.0,10,90.0,21.0,43.0,5.0,10,94.0,19.0,43.5,8.0,10,95.5,19.0,46.0,7.0,10,83.0,19.0,40.0,6.5,10,90.0,21.0,40.0,8.0,10,96.5,22.0,43.0,5.0,10,87.0,20.0,41.0,6.0,10,82.0,19.0,42.5,7.0,10,86.0,22.0,42.0,7.0,10,87.0,18.0,41.0,7.0,10,85.0,18.0,41.0,7.0,10,95.0,19.0,42.0,8.0,10,89.0,22.0,45.0,7.0,10,85.0,19.0,43.0,6.0,10,101.0,19.0,42.0,7.0,10,98.0,20.5,41.0,7.0,10,85.0,19.0,43.0,7.0,10,86.0,20.0,43.0,7.5,10,96.5,21.5,41.0,8.0,10,82.0,21.5,43.0,8.0,0,86.0,21.0,40.0,7.0,10,87.0,21.0,43.0,7.0,10,92.0,20.0,43.0,8.0,10,92.0,20.0,43.0,8.0
HARLAN,1,1,2,0,1,0,0,3,1,0,0,2,2,3,1,0,1,5,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,10,110.0,15.5,0.0,6.0,0,0.0,21.0,35.0,0.0,0,123.0,13.0,43.0,7.0,0,100.0,15.0,0.0,0.0,0,0.0,0.0,34.0,0.0,0,0.0,19.0,34.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,79.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0,201.0,16.0,0.0,0.0,0,157.0,23.0,38.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,67.0,18.0,0.0,0.0,0,0.0,16.0,33.0,9.0,0,0.0,17.0,0.0,0.0,0,606.0,0.0,53.0,0.0,0,0.0,20.0,0.0,0.0,0,0.0,17.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,0.0,8.0,0,0.0,18.5,0.0,0.0,0,0.0,16.0,0.0,0.0
HARRISON,0,27,4,10,0,0,24,7,6,2,0,36,8,5,1,1,17,15,7,3,1,25,24,24,4,0,40,26,28,1,0,45,8,12,2,1,41,16,13,0,0,31,16,9,0,0,20,7,7,1,1,48,13,15,0,1,36,22,17,0,1,51,26,23,1,2,44,8,19,0,0,22,15,12,0,0,139,48,40,5,2,78,66,46,10,4,150,60,53,1,0,163,35,66,3,0,131,38,42,0,1,68,23,30,5,0,120,23,57,0,0,109,46,61,6,0,90,19,36,0,0,107,31,46,1,0,129,46,61,1,1,85,47,49,5,1,88,40,53,4,0,87,40,35,5,4,82,30,37,2,0,130.0,17.5,50.0,0.0,0,124.0,19.0,41.5,5.0,0,144.5,19.5,45.0,9.0,10,125.0,15.0,41.0,8.0,10,102.0,16.0,40.0,5.0,0,98.5,20.0,47.0,8.0,0,189.0,23.5,38.5,2.5,10,144.0,20.0,44.0,0.0,0,133.0,21.0,48.0,0.0,0,146.5,23.0,50.0,8.0,10,120.0,18.0,47.0,0.0,10,105.5,22.0,49.0,0.0,10,117.0,21.5,48.0,9.0,10,127.0,18.0,45.0,0.0,0,104.0,16.0,45.5,0.0,0,135.0,19.0,42.0,8.0,10,135.5,19.0,41.5,8.0,10,126.5,21.0,42.0,6.0,0,138.0,22.0,42.0,9.0,0,130.0,24.0,44.0,0.0,10,137.5,22.0,42.5,8.0,0,125.5,22.0,40.0,0.0,0,111.0,21.0,41.0,6.0,0,143.5,22.0,45.5,0.0,0,104.0,21.0,45.0,9.0,0,133.0,20.5,45.0,8.0,10,118.0,18.0,47.0,8.0,10,115.5,20.5,45.0,8.5,0,139.0,19.0,42.0,9.0,10,134.5,19.5,43.0,8.5
HART,4,44,25,42,4,1,30,18,25,3,1,26,17,16,5,0,20,7,7,7,1,25,12,19,2,0,22,21,21,1,0,4,16,2,1,0,2,6,2,2,0,4,2,1,1,0,1,0,1,0,0,1,2,2,0,0,25,10,8,0,0,2,5,5,1,0,3,4,6,3,0,2,2,1,0,0,7,9,5,0,1,11,14,10,1,1,9,9,11,4,1,26,13,11,4,0,18,22,23,2,2,21,12,12,1,0,10,15,21,0,1,13,15,12,1,1,14,10,15,3,3,21,32,15,12,2,51,31,51,4,3,26,34,31,12,0,38,40,39,15,1,24,36,29,8,1,25,42,29,6,10,98.0,18.0,43.5,6.5,10,113.0,21.5,41.0,9.0,10,103.0,19.0,40.5,8.0,0,113.5,22.0,44.0,8.0,10,113.0,19.0,44.0,7.5,0,96.5,21.0,40.0,8.0,0,137.5,21.0,46.0,9.0,0,109.5,20.5,41.5,8.0,0,75.0,21.5,35.0,7.0,0,69.0,0.0,50.0,0.0,0,66.0,19.5,42.5,0.0,0,123.0,22.0,40.5,0.0,0,68.5,21.0,44.0,8.0,0,114.0,16.5,36.5,8.0,0,318.5,21.5,45.0,0.0,0,88.0,20.0,32.0,0.0,10,112.0,20.5,47.0,7.0,10,178.0,24.0,42.0,6.5,10,133.0,20.0,46.0,8.0,0,90.5,21.5,45.0,4.0,10,109.0,17.0,48.0,8.0,0,98.0,22.0,45.0,0.0,10,108.0,24.0,44.0,7.0,10,83.0,21.5,39.0,7.0,10,89.0,18.5,46.0,6.0,10,107.0,22.0,40.0,7.0,10,79.0,20.5,42.0,6.5,0,86.5,22.5,43.0,7.0,10,90.0,18.0,45.0,6.5,10,98.0,21.0,43.0,5.0
HENDERSON,0,7,2,8,5,0,9,7,1,2,0,19,18,24,3,0,2,3,2,0,2,4,17,18,1,0,2,4,7,0,0,1,8,1,0,0,2,3,3,0,1,3,13,10,4,0,9,8,6,3,0,12,5,5,1,1,7,2,6,0,0,3,13,4,3,0,7,1,4,0,0,4,6,1,1,0,7,1,2,1,1,2,4,4,0,0,8,11,7,1,0,9,18,8,0,0,2,3,3,0,0,5,2,6,0,0,3,4,5,0,0,0,3,1,0,0,0,9,1,2,2,6,3,3,5,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,80.0,15.5,48.5,9.0,0,92.0,20.0,47.0,5.5,0,115.0,17.5,43.0,9.0,0,72.0,23.0,41.0,0.0,10,101.5,19.0,42.0,9.0,0,82.0,21.0,36.0,0.0,0,66.0,16.5,37.0,0.0,0,116.0,21.0,34.0,0.0,10,114.0,21.0,40.5,8.0,0,79.0,26.0,39.0,8.0,0,161.0,15.0,53.0,9.0,10,156.0,25.5,44.0,0.0,0,66.0,18.0,40.0,7.0,0,110.0,24.0,54.0,0.0,0,71.5,18.5,35.0,1.0,0,78.0,15.0,35.0,5.0,10,173.0,24.0,42.0,0.0,0,125.5,19.0,42.0,9.0,0,89.0,21.0,42.0,0.0,0,72.5,25.0,46.0,0.0,0,93.0,23.5,38.5,0.0,0,71.0,22.0,44.0,0.0,0,0.0,13.0,35.0,0.0,0,0.0,24.0,34.0,8.0,10,88.0,20.0,37.0,4.0,0,0.0,14.5,33.0,9.0,0,0.0,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,111.0,0.0,59.0,0.0,0,0.0,0.0,0.0,0.0
HENRY,0,17,2,7,1,0,9,2,0,1,1,19,3,8,0,0,8,1,1,0,0,18,0,1,0,0,9,5,6,0,0,6,0,1,0,0,15,7,5,0,0,5,1,0,0,0,7,0,0,0,0,11,3,1,0,0,35,7,7,1,0,12,1,2,0,0,6,2,2,2,0,24,7,8,1,0,44,8,6,0,0,30,9,7,0,0,59,7,13,0,2,44,5,7,1,1,41,4,11,0,0,18,6,10,6,0,19,5,3,0,0,60,11,13,0,1,21,10,21,3,0,33,11,7,0,2,23,14,5,2,0,32,8,11,3,2,46,20,13,3,0,38,13,18,0,1,66,9,17,0,0,244.0,19.5,55.0,8.0,0,215.0,16.5,0.0,9.0,10,169.0,27.0,43.5,0.0,0,248.0,25.0,35.0,0.0,0,155.5,0.0,47.0,0.0,0,100.0,20.0,43.0,0.0,0,171.0,0.0,33.0,0.0,0,135.0,19.0,39.0,0.0,0,199.0,12.0,0.0,0.0,0,227.0,0.0,0.0,0.0,0,159.0,26.0,46.0,0.0,0,185.0,23.0,46.0,8.0,0,138.5,12.0,45.0,0.0,0,107.5,26.0,35.0,3.0,0,164.5,20.0,35.5,8.0,0,178.0,19.0,42.0,0.0,0,234.5,19.0,42.0,0.0,0,190.0,25.0,44.0,0.0,10,175.5,21.0,44.0,9.0,10,157.0,27.5,45.0,0.0,0,175.0,19.5,44.5,7.5,0,188.0,16.0,37.0,0.0,0,228.5,20.0,38.0,0.0,10,130.0,16.5,44.0,7.0,0,131.0,24.0,47.0,0.0,10,161.0,18.5,54.0,5.0,0,244.0,22.0,39.0,6.0,10,157.5,20.0,41.0,8.0,0,177.0,20.0,48.5,0.0,10,139.0,20.0,52.0,0.0
