COUNTY,1990_H,1990_L,1990_M,1990_VL,1991_H,1991_L,1991_M,1991_VL,1992_H,1992_L,1992_M,1992_VL,1993_H,1993_L,1993_M,1993_VL,1994_H,1994_L,1994_M,1994_VL,1995_H,1995_L,1995_M,1995_VL,1996_H,1996_L,1996_M,1996_VL,1997_H,1997_L,1997_M,1997_VL,1998_H,1998_L,1998_M,1998_VL,1999_H,1999_L,1999_M,1999_VL,2000_H,2000_L,2000_M,2000_VL,2001_H,2001_L,2001_M,2001_VL,2002_H,2002_L,2002_M,2002_VL,2003_H,2003_L,2003_M,2003_VL,2004_H,2004_L,2004_M,2004_VL,2005_H,2005_L,2005_M,2005_VL,2006_H,2006_L,2006_M,2006_VL,2007_H,2007_L,2007_M,2007_VL,2008_H,2008_L,2008_M,2008_VL,2009_H,2009_L,2009_M,2009_VL,2010_H,2010_L,2010_M,2010_VL,2011_H,2011_L,2011_M,2011_VL,2012_H,2012_L,2012_M,2012_VL,2013_H,2013_L,2013_M,2013_VL,2014_H,2014_L,2014_M,2014_VL,2015_H,2015_L,2015_M,2015_VL,2016_H,2016_L,2016_M,2016_VL,2017_H,2017_L,2017_M,2017_VL,2018_H,2018_L,2018_M,2018_VL,2019_H,2019_L,2019_M,2019_VL,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_H,count_2019_L,count_2019_M,count_2019_VL
TAYLOR,104.12,21.17,44.29,0.0,111.95,25.0,46.6,0,114.28,21.0,43.5,0,125.25,16.75,43.57,0.0,117.0,22.33,43.1,0.0,116.36,21.0,44.3,0.0,97.88,17.33,50.12,0,129.24,20.43,43.57,0,93.88,21.0,41.17,0,92.32,18.17,45.04,0.0,156.84,20.4,43.96,0,126.54,16.6,45.76,0,110.55,18.17,46.77,0.0,178.75,23.6,42.71,0,148.05,20.07,47.93,0,107.0,19.7,40.88,0.0,134.73,15.67,47.5,0.0,113.34,18.79,44.67,0,138.39,22.5,47.33,0,172.06,18.75,45.12,0.0,116.66,20.0,46.8,0.0,126.57,20.5,44.67,0.0,133.66,21.0,48.87,0.0,118.35,19.5,48.93,0.0,132.03,18.0,43.42,0,116.71,0.0,47.11,0.0,144.14,20.8,43.22,0,110.78,20.83,43.0,0.0,115.14,21.6,42.45,0.0,85.6,22.5,44.0,0.0,42,6,38,0,21,1,10,0,32,1,6,0,20,4,14,0,32,3,21,0,28,1,10,0,8,6,8,0,17,7,14,0,8,1,6,0,19,6,23,0,32,10,24,0,48,10,29,0,20,6,26,0,16,5,17,0,37,15,15,0,54,10,25,0,11,3,4,0,29,14,27,0,44,4,15,0,17,4,16,0,32,2,15,0,47,6,21,0,32,2,15,0,23,2,15,0,29,1,19,0,7,0,9,0,14,5,18,0,9,6,15,0,7,5,11,0,5,2,12,0
TODD,110.05,27.0,43.67,0.0,102.85,20.25,45.56,0,103.54,16.75,45.53,0,95.5,25.0,45.3,0.0,98.69,18.67,44.79,0.0,102.2,20.5,47.0,0.0,109.19,20.0,43.67,0,125.95,20.67,45.18,0,136.55,21.4,42.6,0,119.37,22.33,45.05,0.0,119.19,20.0,41.35,0,178.75,0.0,40.33,0,112.28,0.0,47.75,4.0,86.0,21.33,45.0,0,178.26,17.5,40.11,4,158.7,17.0,43.1,0.0,116.43,17.5,44.56,0.0,135.55,21.0,44.36,0,158.35,20.25,43.0,0,110.8,0.0,53.0,0.0,214.64,25.5,41.8,0.0,148.14,17.62,38.8,5.0,160.86,25.5,45.11,0.0,168.25,25.0,46.25,0.0,137.0,25.5,44.2,0,280.4,11.33,39.25,0.0,226.4,20.33,38.3,0,141.75,0.0,47.33,0.0,185.5,26.0,43.5,0.0,141.43,21.0,44.5,0.0,38,1,18,0,27,4,25,0,13,4,15,0,16,3,10,0,54,3,29,0,40,2,17,0,27,1,12,0,184,3,67,0,92,5,47,0,54,3,20,0,27,1,17,0,4,0,3,0,18,0,4,1,13,3,18,0,27,4,9,1,10,3,10,0,42,2,36,0,22,3,14,0,23,4,11,0,5,0,1,0,14,2,5,0,21,8,10,1,22,2,9,0,12,1,4,0,13,6,10,0,10,3,8,0,5,3,10,0,8,0,9,0,4,1,4,0,7,2,4,0
TRIGG,89.33,19.75,45.24,0.0,97.87,20.25,44.33,0,90.46,23.67,40.17,0,95.94,21.25,40.6,0.0,97.12,22.0,43.0,0.0,113.5,22.0,57.25,0.0,147.25,11.0,45.0,0,142.2,19.33,37.33,5,112.0,20.0,44.0,0,135.81,0.0,45.5,0.0,105.67,22.0,40.57,0,138.0,0.0,51.0,0,102.2,0.0,45.0,0.0,76.0,22.0,45.0,0,65.0,23.0,32.0,0,114.17,21.0,48.62,0.0,157.67,16.5,49.0,0.0,134.33,24.0,55.25,0,113.29,19.0,38.5,0,222.44,13.83,43.78,0.0,115.39,14.0,47.86,0.0,86.33,20.0,57.5,0.0,99.48,16.09,44.42,0.0,134.22,18.71,42.25,3.0,113.94,16.89,42.04,2,173.91,18.8,39.41,2.0,118.7,21.55,39.27,0,97.87,19.59,41.72,0.0,96.69,21.4,40.75,3.5,128.45,20.38,45.86,0.0,30,4,29,0,15,4,18,0,13,3,24,0,18,4,15,0,8,3,6,0,4,3,4,0,4,1,1,0,5,3,9,1,3,5,2,0,26,0,14,0,6,1,7,0,2,0,8,0,5,0,2,0,1,1,3,0,1,1,2,0,6,5,8,0,3,4,2,0,3,1,4,0,14,1,4,0,16,6,9,0,18,3,7,0,3,1,2,0,23,32,36,0,110,52,95,1,47,28,52,1,74,40,39,2,57,44,62,0,52,22,47,0,52,20,36,2,101,13,69,0
TRIMBLE,94.0,18.0,41.5,0.0,86.0,20.5,50.0,0,87.5,0.0,45.0,0,94.25,0.0,51.0,0.0,86.4,27.0,37.71,0.0,202.0,0.0,40.0,0.0,169.5,23.0,38.0,0,72.0,0.0,41.25,0,89.0,15.0,0.0,0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0,264.67,0.0,0.0,0,129.33,0.0,60.0,0.0,130.0,14.0,52.0,0,124.78,21.0,60.0,0,121.17,13.0,46.67,0.0,156.4,10.0,50.5,0.0,86.0,13.17,37.86,0,124.25,0.0,0.0,0,83.56,19.5,42.36,4.0,104.7,17.86,45.08,0.0,267.22,17.23,44.79,0.0,233.32,16.81,43.78,5.0,112.6,14.25,40.0,4.0,93.0,19.43,39.83,0,130.55,14.08,42.64,0.0,91.2,15.67,41.4,5,159.75,16.33,48.67,0.0,99.8,0.0,51.5,0.0,211.6,0.0,41.75,0.0,1,1,2,0,4,2,2,0,2,0,3,0,4,0,2,0,5,1,7,0,1,0,1,0,2,1,2,0,1,0,4,0,2,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,7,3,2,0,9,2,1,0,6,5,3,0,5,1,2,0,7,6,7,0,4,0,0,0,9,6,11,1,20,7,13,0,32,13,14,0,22,21,18,1,5,4,3,2,6,7,6,0,20,12,14,0,5,6,10,1,12,9,6,0,5,0,4,0,10,0,4,0
UNION,89.33,0.0,54.0,0.0,104.5,0.0,47.83,0,92.0,0.0,42.75,0,88.12,0.0,46.14,0.0,96.46,19.3,45.33,0.0,98.59,24.0,46.8,0.0,104.0,17.0,43.6,0,98.86,22.29,42.63,0,103.4,19.38,41.42,0,106.9,19.8,44.42,0.0,108.04,19.83,44.7,0,112.36,19.95,43.64,0,101.71,21.67,46.46,0.0,101.31,20.2,45.21,3,98.53,21.02,43.34,4,96.78,20.71,41.92,0.0,90.14,21.43,41.33,0.0,113.26,22.52,42.93,0,87.27,20.82,42.62,0,102.41,22.41,44.79,0.0,153.67,18.29,40.96,0.0,127.37,22.0,43.23,0.0,171.04,20.09,43.86,0.0,78.57,18.33,44.09,0.0,103.36,23.57,39.11,0,156.75,19.85,44.77,0.0,97.91,19.39,42.58,0,94.88,16.75,44.26,0.0,120.8,20.5,36.0,0.0,108.86,22.33,44.86,0.0,6,0,2,0,8,0,6,0,6,0,4,0,17,0,7,0,13,10,21,0,29,1,10,0,8,1,5,0,87,17,52,0,50,21,33,0,29,10,24,0,107,36,82,0,250,77,167,0,91,6,61,0,97,30,97,1,132,57,155,3,131,72,178,0,44,21,83,0,120,33,150,0,33,11,32,0,87,32,92,0,30,14,49,0,19,16,31,0,104,35,84,0,7,6,22,0,11,7,9,0,4,13,13,0,35,49,88,0,16,8,19,0,5,4,6,0,7,3,14,0
WARREN,98.57,20.93,39.0,5.0,116.0,17.67,44.78,0,105.29,17.6,49.0,0,89.5,22.0,44.5,0.0,83.1,18.0,44.2,0.0,80.25,0.0,35.75,0.0,102.67,25.0,41.38,0,69.5,22.0,42.5,0,121.33,15.0,43.0,0,0.0,18.0,49.33,0.0,145.0,17.83,45.43,0,116.25,23.0,44.33,0,111.67,0.0,40.56,0.0,76.0,0.0,46.88,0,79.14,0.0,49.5,0,76.5,0.0,50.22,0.0,105.75,0.0,38.33,0.0,140.5,17.0,54.71,0,120.33,0.0,49.5,0,65.0,13.5,45.44,0.0,134.5,17.33,45.38,0.0,110.67,19.0,43.25,0.0,87.25,25.0,48.43,0.0,66.0,18.0,45.8,5.0,82.6,10.4,44.67,0,145.67,19.4,39.25,0.0,95.25,17.67,35.0,0,161.38,18.4,36.83,0.0,87.83,21.0,37.0,0.0,140.25,14.58,38.55,0.0,28,15,26,1,25,3,9,0,7,5,8,0,2,1,4,0,10,2,5,0,4,0,4,0,3,1,8,0,6,3,2,0,3,1,5,0,0,4,6,0,8,6,7,0,4,1,3,0,3,0,9,0,2,0,8,0,7,0,6,0,4,0,9,0,4,0,6,0,2,1,7,0,6,0,8,0,1,2,9,0,4,3,8,0,3,4,8,0,4,1,7,0,2,3,5,1,5,5,12,0,3,5,4,0,8,3,2,0,8,5,6,0,6,3,5,0,4,12,11,0
WASHINGTON,144.58,10.0,43.75,0.0,158.67,25.0,53.5,0,143.1,0.0,48.83,0,154.71,0.0,0.0,0.0,161.25,0.0,0.0,0.0,157.8,22.0,46.0,0.0,138.92,16.5,39.67,5,157.0,0.0,0.0,0,193.77,0.0,0.0,0,177.4,0.0,0.0,0.0,218.25,0.0,0.0,0,170.4,0.0,0.0,0,73.0,24.0,43.0,0.0,137.75,0.0,0.0,0,108.22,0.0,46.5,0,178.88,18.33,39.29,0.0,126.43,27.0,39.6,0.0,172.75,0.0,48.33,0,82.0,0.0,0.0,0,189.2,0.0,45.0,0.0,172.21,15.0,50.25,0.0,166.0,19.0,33.57,0.0,144.0,16.0,47.67,0.0,134.61,20.0,51.5,0.0,160.12,18.5,47.11,0,123.81,23.0,46.86,0.0,171.33,19.67,57.0,0,105.0,0.0,40.0,0.0,122.5,0.0,0.0,0.0,109.75,0.0,57.0,0.0,19,1,4,0,9,1,2,0,29,0,6,0,7,0,0,0,4,0,0,0,10,1,2,0,13,2,3,1,2,0,0,0,13,0,0,0,5,0,0,0,8,0,0,0,15,0,0,0,1,1,2,0,4,0,0,0,9,0,8,0,16,3,7,0,7,1,5,0,4,0,3,0,1,0,0,0,10,0,1,0,24,2,8,0,22,2,7,0,11,2,6,0,23,3,6,0,43,2,9,0,16,1,7,0,6,3,2,0,7,0,1,0,2,0,0,0,4,0,1,0
WAYNE,170.13,22.86,43.92,0.0,143.33,14.5,39.62,0,122.75,17.92,39.68,0,139.76,18.14,42.86,0.0,124.1,13.0,43.21,0.0,127.08,22.29,42.74,0.0,105.71,18.5,37.11,0,104.83,18.9,41.36,0,131.64,18.14,46.46,0,131.33,21.6,44.39,0.0,120.73,20.69,42.64,0,125.58,18.0,44.87,0,97.7,20.67,43.42,0.0,117.42,19.93,40.41,0,95.48,19.9,44.0,0,123.13,15.86,43.79,0.0,98.98,18.39,40.38,0.0,121.45,19.0,47.4,0,140.3,19.44,43.05,0,130.4,19.06,42.08,4.5,196.85,24.5,41.82,0.0,127.33,23.0,45.12,0.0,153.43,19.31,44.33,0.0,160.91,22.17,44.04,0.0,155.53,19.91,41.52,0,154.86,20.08,44.21,0.0,140.01,23.0,42.76,0,117.05,20.33,45.03,5.0,118.95,19.8,44.94,0.0,156.76,22.0,43.56,0.0,38,7,24,0,21,10,8,0,16,12,22,0,25,14,21,0,29,1,14,0,60,14,31,0,24,2,9,0,30,10,22,0,44,7,26,0,36,5,18,0,33,13,33,0,31,1,23,0,20,12,26,0,36,15,29,0,25,21,30,0,31,7,14,0,43,18,21,0,38,8,10,0,53,16,40,0,67,18,38,2,40,2,22,0,46,1,16,0,126,16,79,0,56,6,23,0,81,11,33,0,81,12,47,0,111,16,70,0,37,15,29,1,19,5,18,0,50,8,27,0
WEBSTER,102.89,23.0,45.39,0.0,97.11,20.9,43.33,0,122.0,18.14,44.0,0,103.47,0.0,44.54,0.0,111.33,20.25,42.83,0.0,99.89,17.75,47.76,0.0,98.59,19.0,48.5,4,90.18,18.0,43.43,0,107.36,20.0,48.2,0,110.5,15.08,45.51,0.0,124.67,17.0,46.12,4,127.18,24.75,43.17,0,115.0,17.6,39.88,0.0,69.17,18.67,52.33,0,80.57,21.0,42.72,0,101.14,22.5,43.12,0.0,87.57,18.0,45.5,0.0,107.93,19.5,47.11,0,95.33,18.0,41.62,0,92.57,18.86,48.67,0.0,114.57,18.6,44.19,0.0,96.5,17.43,41.39,0.0,106.17,14.4,47.82,0.0,97.14,17.17,40.0,0.0,103.93,17.0,50.0,0,102.62,19.25,37.77,0.0,88.8,21.88,47.83,0,156.5,20.0,43.67,0.0,107.0,0.0,50.0,0.0,87.33,0.0,45.62,0.0,19,3,18,0,53,10,39,0,30,7,21,0,15,0,26,0,30,4,29,0,61,8,37,0,17,2,10,1,17,6,21,0,47,2,15,0,40,25,37,0,49,1,26,1,22,4,6,0,19,5,16,0,6,3,6,0,7,4,25,0,21,6,25,0,7,6,8,0,14,6,18,0,3,7,8,0,14,14,15,0,46,10,26,0,10,14,18,0,18,5,11,0,7,6,11,0,14,1,8,0,16,4,13,0,20,8,23,0,6,2,3,0,4,0,4,0,12,0,13,0
WHITLEY,0.0,19.0,0.0,0.0,0.0,14.5,0.0,0,622.0,11.5,31.0,0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,32.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,503.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,85.0,0.0,39.0,0,119.2,21.0,42.33,0,98.38,23.75,30.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.67,23.67,43.0,0.0,0.0,0.0,42.0,0.0,96.0,15.0,0.0,0,126.0,15.8,40.0,0.0,0.0,0.0,46.5,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,3,6,0,8,4,1,0,1,0,0,0,0,0,0,0,6,3,3,0,0,0,2,0,1,5,0,0,4,5,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
WOLFE,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,15.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOODFORD,267.2,0.0,0.0,0.0,285.82,0.0,54.0,0,214.5,0.0,0.0,0,280.75,0.0,0.0,0.0,305.7,0.0,55.0,0.0,263.78,0.0,0.0,0.0,266.3,0.0,52.67,0,281.81,17.0,49.33,0,304.08,26.0,54.0,0,230.44,0.0,51.33,0.0,231.35,0.0,48.33,0,340.0,0.0,42.67,0,239.61,0.0,49.0,0.0,300.75,0.0,40.0,0,309.17,23.5,45.0,0,338.14,0.0,0.0,0.0,225.08,0.0,0.0,0.0,338.63,0.0,0.0,0,321.67,0.0,0.0,0,255.87,0.0,51.38,0.0,382.15,22.5,44.83,0.0,235.13,0.0,41.22,0.0,326.85,23.0,44.33,0.0,363.29,0.0,44.25,0.0,324.96,23.0,42.89,0,277.15,0.0,41.38,0.0,325.91,0.0,53.0,0,315.62,0.0,40.69,0.0,377.03,21.0,41.22,0.0,378.51,17.0,39.89,0.0,5,0,0,0,11,0,1,0,2,0,0,0,4,0,0,0,23,0,1,0,32,0,0,0,50,0,3,0,31,2,3,0,25,1,3,0,34,0,3,0,17,0,3,0,6,0,6,0,18,0,1,0,8,0,3,0,36,2,6,0,21,0,0,0,13,0,0,0,19,0,0,0,18,0,0,0,55,0,8,0,39,2,6,0,70,0,9,0,136,2,9,0,45,0,4,0,113,2,18,0,79,0,13,0,65,0,2,0,73,0,13,0,78,1,9,0,39,2,9,0
