COUNTY,1990_H,1990_L,1990_M,1990_VL,1991_H,1991_L,1991_M,1991_VL,1992_H,1992_L,1992_M,1992_VL,1993_H,1993_L,1993_M,1993_VL,1994_H,1994_L,1994_M,1994_VL,1995_H,1995_L,1995_M,1995_VL,1996_H,1996_L,1996_M,1996_VL,1997_H,1997_L,1997_M,1997_VL,1998_H,1998_L,1998_M,1998_VL,1999_H,1999_L,1999_M,1999_VL,2000_H,2000_L,2000_M,2000_VL,2001_H,2001_L,2001_M,2001_VL,2002_H,2002_L,2002_M,2002_VL,2003_H,2003_L,2003_M,2003_VL,2004_H,2004_L,2004_M,2004_VL,2005_H,2005_L,2005_M,2005_VL,2006_H,2006_L,2006_M,2006_VL,2007_H,2007_L,2007_M,2007_VL,2008_H,2008_L,2008_M,2008_VL,2009_H,2009_L,2009_M,2009_VL,2010_H,2010_L,2010_M,2010_VL,2011_H,2011_L,2011_M,2011_VL,2012_H,2012_L,2012_M,2012_VL,2013_H,2013_L,2013_M,2013_VL,2014_H,2014_L,2014_M,2014_VL,2015_H,2015_L,2015_M,2015_VL,2016_H,2016_L,2016_M,2016_VL,2017_H,2017_L,2017_M,2017_VL,2018_H,2018_L,2018_M,2018_VL,2019_H,2019_L,2019_M,2019_VL,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_H,count_2019_L,count_2019_M,count_2019_VL
FLEMING,188.5,23.0,49.5,0.0,0.0,13.0,33.0,0,0.0,0.0,0.0,0,245.8,0.0,33.0,0.0,0.0,6.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0,185.6,23.75,44.0,0,64.0,19.33,51.0,0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.67,0,168.83,0.0,45.75,0.0,155.0,0.0,45.33,0,118.33,0.0,47.0,0,104.0,16.0,0.0,0.0,326.0,0.0,0.0,0.0,74.0,0.0,0.0,0,130.81,17.5,44.0,0,176.18,15.14,43.83,0.0,95.36,13.86,37.0,0.0,125.11,27.0,45.0,0.0,230.38,16.0,40.36,0.0,168.95,15.0,44.09,5.0,130.26,17.38,43.37,3,148.98,16.65,41.02,0.0,123.44,19.73,41.58,5,240.29,23.33,42.14,0.0,120.0,16.14,48.08,0.0,124.83,19.8,40.56,0.0,4,1,2,0,0,1,1,0,0,0,0,0,5,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,5,4,1,0,2,3,1,0,4,4,0,0,0,0,0,0,0,0,3,0,6,0,4,0,4,0,3,0,3,0,1,0,3,1,0,0,1,0,0,0,1,0,0,0,16,2,4,0,17,7,12,0,11,7,8,0,18,1,23,0,48,28,28,0,42,34,46,1,50,24,41,2,46,17,42,0,27,11,19,1,7,3,7,0,15,7,12,0,12,5,9,0
FLOYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,164.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,24.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,143.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
FRANKLIN,440.6,0.0,0.0,0.0,403.48,0.0,0.0,0,0.0,0.0,0.0,0,463.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,148.0,0.0,38.0,0.0,0.0,0.0,0.0,0,166.33,16.0,0.0,0,341.75,0.0,0.0,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,223.33,0.0,0.0,0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,106.0,26.0,28.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0,316.0,0.0,0.0,0,180.5,0.0,35.0,0.0,256.0,0.0,0.0,0.0,563.4,18.5,49.0,0.0,342.25,20.5,59.0,0.0,307.33,15.5,37.67,0.0,293.25,0.0,0.0,0,444.5,0.0,45.5,0.0,375.31,0.0,38.0,0,220.9,0.0,45.0,0.0,422.25,0.0,0.0,0.0,307.5,9.0,35.0,0.0,5,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,6,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,4,0,0,0,5,2,1,0,40,2,1,0,15,2,3,0,8,0,0,0,2,0,2,0,13,0,2,0,10,0,1,0,4,0,0,0,10,1,1,0
FULTON,110.83,0.0,51.19,0.0,89.61,0.0,50.22,0,103.23,0.0,52.0,0,106.76,23.0,48.72,0.0,103.0,0.0,47.43,0.0,95.21,22.17,45.47,0.0,96.25,27.0,45.93,0,104.68,26.0,48.47,0,117.16,0.0,42.44,0,101.97,0.0,45.09,0.0,96.89,23.0,48.5,0,114.22,0.0,48.92,0,112.24,0.0,39.0,0.0,96.96,0.0,45.26,0,89.07,0.0,44.1,0,86.84,19.0,44.75,0.0,83.73,24.43,42.89,0.0,87.31,22.5,44.36,0,119.68,23.0,46.38,0,86.91,26.0,49.52,0.0,86.6,0.0,42.1,0.0,117.7,18.5,44.67,0.0,103.23,25.0,45.1,0.0,98.0,0.0,0.0,0.0,75.71,0.0,47.33,0,146.38,23.4,41.11,0.0,89.06,23.5,42.29,0,115.56,0.0,42.0,0.0,0.0,0.0,42.86,0.0,114.5,0.0,50.0,0.0,65,0,21,0,28,0,9,0,30,0,7,0,75,1,18,0,33,0,21,0,76,6,59,0,16,1,14,0,37,1,19,0,38,0,16,0,31,0,22,0,38,1,20,0,37,0,13,0,21,0,2,0,25,0,23,0,15,0,10,0,70,6,52,0,15,7,19,0,13,4,28,0,31,2,21,0,23,1,21,0,5,0,20,0,23,6,9,0,31,1,10,0,2,0,0,0,7,0,6,0,13,5,19,0,31,2,14,0,9,0,4,0,0,0,7,0,10,0,2,0
GALLATIN,0.0,0.0,0.0,0.0,105.5,0.0,0.0,0,0.0,0.0,0.0,0,133.5,0.0,0.0,0.0,225.0,0.0,0.0,0.0,121.0,0.0,42.0,0.0,127.33,0.0,0.0,0,168.5,0.0,40.5,0,78.5,0.0,0.0,0,226.92,0.0,56.0,0.0,188.9,19.33,32.0,0,383.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,269.42,11.0,52.5,0.0,236.69,0.0,50.0,0.0,153.22,21.5,49.0,0.0,203.88,20.0,40.5,0,218.0,0.0,48.5,0.0,153.88,21.0,0.0,0,64.5,19.67,43.0,0.0,120.5,16.0,43.0,0.0,196.0,0.0,42.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,4,0,2,0,2,0,0,0,12,0,2,0,10,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,2,0,16,0,2,0,9,2,1,0,8,2,2,0,23,0,4,0,8,1,0,0,2,3,2,0,2,1,2,0,2,0,6,0
GARRARD,442.8,0.0,44.5,0.0,0.0,0.0,0.0,0,616.25,0.0,0.0,0,79.0,0.0,34.0,0.0,220.67,0.0,0.0,0.0,96.67,0.0,0.0,0.0,0.0,0.0,0.0,0,382.0,0.0,43.5,0,125.5,0.0,45.0,0,292.0,0.0,0.0,0.0,72.0,0.0,58.0,0,67.0,0.0,0.0,0,0.0,0.0,0.0,0.0,106.67,0.0,49.67,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0,129.67,0.0,0.0,0,141.0,0.0,0.0,0.0,254.3,0.0,36.0,0.0,305.78,0.0,56.0,0.0,100.67,0.0,45.0,0.0,134.0,16.0,40.5,0.0,178.5,0.0,0.0,0,191.75,0.0,0.0,0.0,492.67,0.0,0.0,0,122.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,5,0,2,0,0,0,0,0,4,0,0,0,1,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,10,0,2,0,9,0,3,0,3,0,1,0,5,1,2,0,2,0,0,0,4,0,0,0,3,0,0,0,6,0,9,0,0,0,0,0,0,2,0,0
GRANT,0.0,0.0,0.0,0.0,89.5,0.0,50.0,0,0.0,0.0,0.0,0,84.33,20.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,15.0,29.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0,169.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,38.0,0,100.0,0.0,53.0,0,96.0,0.0,0.0,0.0,226.0,0.0,31.0,0.0,0.0,0.0,54.0,0,107.0,0.0,48.0,0,148.0,0.0,38.5,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.67,0.0,44.71,0.0,0.0,0.0,0.0,0.0,76.0,25.0,42.14,0,0.0,7.0,0.0,0.0,88.0,26.0,58.0,0,102.33,16.0,42.0,0.0,0.0,0.0,49.0,0.0,133.2,0.0,36.0,0.0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,8,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,1,7,0,0,1,0,0,1,1,1,0,3,3,2,0,0,0,1,0,10,0,1,0
GRAVES,117.84,25.0,47.0,0.0,126.69,16.82,40.42,0,115.34,21.38,46.12,0,132.79,19.0,48.8,1.0,110.87,11.5,49.33,0.0,85.89,0.0,39.0,0.0,99.0,0.0,53.5,0,95.93,21.0,45.5,0,134.87,18.0,40.17,0,92.2,18.8,43.29,0.0,119.72,17.5,45.0,0,188.17,15.0,53.67,0,117.0,0.0,43.0,0.0,0.0,22.0,47.5,0,104.83,0.0,44.0,0,100.17,0.0,44.0,0.0,109.0,23.33,58.0,0.0,131.33,0.0,51.0,0,113.4,24.0,43.25,0,214.06,19.5,45.92,0.0,149.0,25.0,47.83,0.0,217.83,24.67,46.56,0.0,178.88,16.73,45.0,0.0,131.86,19.79,42.39,0.0,110.44,24.33,41.72,0,98.38,0.0,42.0,0.0,99.8,26.0,43.33,0,125.43,24.5,50.25,0.0,70.75,25.0,33.5,0.0,86.0,0.0,43.33,0.0,69,1,9,0,42,11,12,0,94,8,17,0,14,3,5,1,15,2,6,0,9,0,3,0,4,0,2,0,15,2,4,0,15,1,6,0,5,5,7,0,18,8,7,0,24,1,3,0,4,0,1,0,0,1,2,0,6,0,4,0,6,0,2,0,7,3,1,0,6,0,1,0,25,1,4,0,33,6,24,0,29,2,6,0,64,3,16,0,26,30,10,0,22,14,23,0,27,3,18,0,8,0,2,0,5,1,6,0,7,2,4,0,4,1,4,0,7,0,6,0
GRAYSON,114.0,13.8,43.6,0.0,107.38,18.4,42.25,0,90.9,25.0,48.75,0,104.33,17.5,44.75,0.0,109.71,0.0,46.2,5.0,120.54,23.17,37.89,0.0,92.77,15.7,42.0,0,106.75,13.75,43.25,0,99.71,19.2,42.26,0,96.8,17.0,40.75,0.0,76.43,23.0,45.07,0,88.25,24.0,41.0,0,136.75,19.0,42.93,4.0,134.5,17.67,43.92,0,108.93,20.38,40.37,0,127.41,15.38,41.57,0.0,114.58,20.0,41.53,0.0,119.55,20.62,43.78,0,106.54,18.7,47.88,0,107.39,16.0,39.44,0.0,125.0,22.08,42.3,0.0,101.16,18.59,41.03,0.0,116.5,18.09,40.54,5.0,92.65,19.42,42.22,0.0,109.13,18.38,40.62,0,105.0,18.62,43.07,3.43,165.44,17.87,40.95,0,105.44,19.06,41.97,0.0,162.83,18.22,39.78,0.0,82.17,13.0,47.22,0.0,5,10,15,0,8,5,4,0,10,2,8,0,9,2,4,0,14,0,5,1,13,6,9,0,13,10,3,0,8,4,4,0,34,10,39,0,15,13,12,0,7,1,15,0,4,1,11,0,24,2,14,1,10,3,13,0,27,8,30,0,22,21,21,0,12,12,17,0,20,8,9,0,28,23,24,0,18,8,32,0,10,13,20,0,19,17,35,0,34,22,41,1,23,19,32,0,31,21,47,0,42,50,72,7,27,15,19,0,27,18,37,0,30,9,27,0,6,10,9,0
GREEN,141.0,0.0,49.75,0.0,197.0,18.0,0.0,0,81.0,0.0,0.0,0,0.0,0.0,0.0,0.0,75.0,0.0,28.0,0.0,0.0,0.0,44.5,0.0,146.44,13.0,46.4,0,105.33,18.5,44.8,0,146.67,24.83,45.6,0,97.0,16.75,49.12,0.0,0.0,0.0,39.33,0,74.4,22.0,47.6,0,149.0,0.0,39.25,0.0,118.0,0.0,44.75,0,225.33,0.0,41.67,0,152.43,0.0,47.0,0.0,128.75,0.0,0.0,0.0,140.33,17.0,51.0,0,152.16,18.6,44.5,5,189.0,0.0,0.0,0.0,154.76,22.05,41.74,0.0,152.59,19.38,40.56,0.0,122.52,21.84,42.74,0.0,208.6,19.5,40.2,0.0,107.17,16.62,43.18,0,71.5,22.0,45.11,0.0,118.8,16.33,39.25,0,151.0,18.33,41.5,0.0,100.3,17.13,41.0,0.0,181.25,24.0,43.0,0.0,6,0,4,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,9,1,5,0,9,6,5,0,12,6,10,0,4,4,8,0,0,0,3,0,5,1,5,0,1,0,4,0,1,0,4,0,6,0,3,0,7,0,1,0,4,0,0,0,9,1,3,0,38,10,22,1,1,0,0,0,66,42,57,0,58,47,48,0,134,19,121,0,10,12,10,0,12,8,11,0,2,1,9,0,5,3,4,0,3,3,2,0,10,15,10,0,4,1,2,0
GREENUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.5,34.0,0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,29.0,0.0,0.0,0.0,0.0,0,0.0,7.0,0.0,4.0,255.5,18.5,0.0,0,583.0,17.67,34.0,0.0,0.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,2,0,0,1,3,2,0,0,4,1,0,0,0,0,0
HANCOCK,112.2,0.0,43.33,0.0,118.76,18.57,43.8,0,104.81,0.0,45.53,0,120.12,17.0,45.89,0.0,97.24,20.0,48.28,0.0,138.96,0.0,51.67,0.0,125.29,0.0,48.5,0,146.68,13.33,41.5,0,123.0,25.0,44.38,0,98.89,17.0,41.75,0.0,89.43,27.0,49.75,0,137.5,0.0,28.0,0,102.25,8.0,52.17,0.0,0.0,0.0,57.0,0,0.0,0.0,0.0,0,139.0,0.0,0.0,0.0,138.2,8.0,0.0,0.0,0.0,15.5,36.0,0,0.0,0.0,0.0,0,71.0,21.5,39.8,0.0,108.0,21.0,40.0,5.0,74.0,23.5,36.0,0.0,142.83,20.67,49.2,0.0,167.55,22.5,45.73,0.0,101.8,0.0,49.71,0,122.67,18.0,37.0,0.0,132.4,0.0,37.33,0,0.0,15.75,37.0,0.0,68.5,0.0,46.0,0.0,71.5,12.0,35.25,0.0,10,0,3,0,41,7,20,0,16,0,15,0,17,1,9,0,21,2,18,0,26,0,3,0,7,0,2,0,22,3,6,0,9,2,8,0,9,3,4,0,7,1,4,0,2,0,1,0,8,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,6,1,0,0,0,0,0,1,2,5,0,2,2,2,1,1,2,1,0,6,3,5,0,11,2,11,0,5,0,7,0,3,1,2,0,5,0,3,0,0,4,5,0,2,0,1,0,2,2,4,0
HARDIN,112.87,20.03,42.91,0.0,128.28,20.83,42.81,1,116.8,18.49,44.79,3,119.02,20.1,41.64,4.0,118.19,18.97,42.53,0.0,123.53,17.99,42.65,4.33,132.59,21.22,43.01,5,107.35,21.15,42.78,0,121.58,18.18,41.88,3,120.72,20.08,43.53,0.0,101.44,20.85,43.23,0,130.89,18.55,45.08,0,122.74,18.86,43.1,0.0,112.38,21.54,44.07,1,107.26,21.89,43.8,0,114.37,21.07,41.82,1.5,127.65,20.42,43.03,0.0,120.49,20.23,43.97,0,122.87,20.59,42.46,0,112.69,21.45,41.12,4.5,129.27,18.45,41.97,4.71,109.27,18.53,43.32,4.29,116.9,20.43,43.2,4.0,113.76,20.13,42.2,4.0,112.28,20.91,42.02,0,104.32,20.94,41.41,0.0,109.48,20.27,41.93,0,123.56,20.47,41.01,1.0,112.85,21.17,40.96,4.0,102.48,21.08,41.82,0.0,124,79,144,0,174,53,154,1,148,53,151,1,160,51,159,2,129,74,159,0,157,82,220,3,146,37,142,1,124,40,143,0,106,55,109,1,116,52,150,0,106,41,116,0,194,58,169,0,200,57,171,0,102,37,162,1,138,53,192,0,199,116,233,2,251,103,257,0,362,109,408,0,290,82,315,0,139,138,315,4,330,159,348,7,251,104,375,7,365,150,449,4,250,118,410,3,365,161,529,0,291,207,488,0,263,190,524,0,299,266,612,2,266,183,522,1,187,258,519,0
HARRISON,218.25,0.0,0.0,0.0,234.29,0.0,0.0,0,221.31,20.0,47.0,0,231.18,0.0,45.0,0.0,253.62,13.5,40.6,0.0,219.46,0.0,39.5,0.0,202.04,17.5,45.75,0,245.36,23.0,51.0,0,203.92,0.0,49.53,0,221.99,0.0,52.12,0.0,307.71,23.0,0.0,0,206.77,0.0,48.0,0,259.11,26.0,48.25,5.0,214.11,17.5,47.67,0,221.83,0.0,43.33,0,175.21,27.0,43.71,0.0,229.52,18.0,39.75,0.0,274.26,0.0,50.0,0,153.06,19.33,44.75,0,191.06,14.5,41.25,0.0,196.46,14.33,45.18,0.0,229.0,23.0,45.76,0.0,176.62,19.25,44.78,0.0,181.32,19.25,46.0,0.0,177.55,20.09,43.28,0,194.16,21.0,45.91,0.0,182.55,24.64,44.76,0,157.51,18.0,46.38,0.0,181.31,21.67,39.57,0.0,153.23,20.29,40.0,0.0,16,0,0,0,17,0,0,0,13,1,3,0,22,0,3,0,39,2,5,0,65,0,4,0,48,2,4,0,39,1,3,0,92,0,15,0,68,0,8,0,7,1,0,0,35,0,4,0,35,1,4,1,47,2,3,0,36,0,3,0,39,1,7,0,21,1,4,0,35,0,4,0,34,3,4,0,31,4,8,0,52,3,17,0,74,1,17,0,79,16,23,0,65,4,17,0,92,11,25,0,62,2,11,0,67,11,21,0,82,3,16,0,39,3,14,0,26,7,15,0
HART,89.8,0.0,40.67,4.0,76.0,0.0,34.0,0,103.0,0.0,47.5,0,0.0,18.0,0.0,0.0,131.67,17.0,48.0,0.0,186.0,0.0,0.0,0.0,230.0,18.0,52.5,0,117.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,25.0,37.0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,0.0,0.0,0.0,0,103.67,21.0,41.33,0.0,0.0,0.0,0.0,0.0,236.0,12.8,40.67,0.0,115.43,15.67,41.5,0.0,138.2,15.33,45.83,0.0,122.71,19.0,38.8,0,104.07,17.5,43.5,0.0,139.25,15.73,43.6,0,134.75,17.67,39.4,0.0,110.86,19.62,40.63,0.0,78.33,24.0,36.6,0.0,5,0,3,1,1,0,1,0,2,0,2,0,0,1,0,0,3,1,2,0,3,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,0,0,0,0,1,5,3,0,14,3,2,0,5,9,6,0,7,8,5,0,15,12,12,0,8,22,10,0,12,24,15,0,7,8,19,0,3,2,5,0
HENDERSON,152.67,21.0,46.73,0.0,104.91,22.0,42.92,0,94.69,21.5,44.82,0,111.68,20.42,44.55,0.0,96.05,23.75,43.25,0.0,110.79,24.5,44.65,0.0,93.44,22.0,52.67,0,106.48,18.5,42.11,0,107.7,21.23,41.5,0,96.47,24.75,47.9,0.0,110.75,22.0,51.4,0,96.21,16.4,45.46,0,101.39,22.0,42.33,0.0,139.88,18.62,42.71,0,86.91,20.31,43.78,0,95.96,19.0,44.0,0.0,87.8,23.67,44.85,0.0,79.73,25.0,46.09,0,100.32,25.0,45.9,0,109.5,19.89,46.52,0.0,129.43,15.75,43.28,0.0,72.5,19.67,40.14,4.0,112.64,21.5,46.14,0.0,410.33,18.0,33.67,0.0,112.67,18.0,0.0,0,122.12,0.0,53.0,0.0,120.67,18.67,40.27,0,137.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,712.5,0.0,0.0,0.0,6,2,11,0,34,3,37,0,52,4,38,0,22,12,22,0,87,4,77,0,14,4,20,0,9,2,3,0,21,2,9,0,37,13,22,0,47,4,21,0,32,1,5,0,58,10,28,0,38,4,33,0,8,8,7,0,23,13,40,0,23,1,11,0,10,3,26,0,15,1,22,0,22,3,20,0,22,9,21,0,14,8,18,0,2,3,14,1,11,6,7,0,3,1,3,0,3,5,0,0,16,0,1,0,9,3,11,0,1,0,4,0,0,0,0,0,2,0,0,0
HENRY,343.67,0.0,0.0,0.0,127.0,6.0,0.0,0,224.25,0.0,0.0,0,115.5,0.0,54.0,0.0,231.2,0.0,46.0,0.0,0.0,0.0,0.0,0.0,154.12,0.0,0.0,0,128.0,21.0,28.0,0,158.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66.0,0.0,0.0,0,87.0,26.0,30.0,0.0,0.0,21.0,35.0,0,138.18,12.5,46.67,0,0.0,0.0,0.0,0.0,165.0,18.5,0.0,0.0,0.0,0.0,0.0,0,199.5,0.0,0.0,0,241.62,0.0,0.0,0.0,156.67,0.0,0.0,0.0,92.0,0.0,35.0,0.0,106.86,15.6,46.0,0.0,290.41,17.17,42.33,0.0,127.17,13.0,32.5,0,188.2,0.0,0.0,0.0,209.55,0.0,53.0,0,121.5,24.0,0.0,0.0,275.36,0.0,0.0,0.0,163.62,24.0,32.5,0.0,3,0,0,0,1,1,0,0,4,0,0,0,2,0,1,0,5,0,2,0,0,0,0,0,8,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,4,0,11,2,3,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,8,0,0,0,3,0,0,0,1,0,1,0,7,5,3,0,17,6,6,0,6,2,4,0,5,0,0,0,11,0,2,0,2,1,0,0,11,0,0,0,8,1,2,0
